x,y
47,10
47,54
47,84
47,117
47,118
47,119
47,163
47,164
48,11
48,52
48,53
48,85
48,117
48,163
48,164
49,32
49,33
49,34
49,35
49,51
49,52
49,83
49,117
49,118
49,138
49,155
49,163
49,176
50,31
50,32
50,33
50,34
50,35
50,82
50,83
50,119
50,120
50,132
50,133
50,134
50,139
50,142
50,143
50,154
50,155
50,175
50,176
50,194
51,31
51,34
51,82
51,83
51,120
51,133
51,134
51,138
51,139
51,140
51,142
51,143
51,144
51,153
51,156
51,176
51,195
52,32
52,33
52,34
52,76
52,77
52,109
52,111
52,120
52,130
52,176
52,194
52,195
53,20
53,21
53,22
53,29
53,30
53,32
53,57
53,77
53,96
53,109
53,110
53,112
53,129
53,152
53,153
53,154
53,155
53,168
53,169
53,189
53,190
53,194
54,21
54,22
54,29
54,30
54,31
54,56
54,77
54,96
54,97
54,108
54,119
54,120
54,128
54,129
54,153
54,167
54,168
54,186
54,189
54,190
55,55
55,56
55,57
55,67
55,68
55,76
55,96
55,98
55,107
55,119
55,127
55,160
55,165
55,166
55,167
55,169
55,180
55,181
55,187
55,188
55,189
56,58
56,68
56,69
56,104
56,107
56,108
56,119
56,137
56,158
56,159
56,163
56,164
56,165
56,166
56,168
56,169
56,170
56,176
56,180
56,181
56,182
56,188
56,189
56,196
56,197
56,198
57,56
57,57
57,68
57,102
57,103
57,104
57,105
57,106
57,107
57,120
57,136
57,137
57,157
57,159
57,163
57,164
57,165
57,166
57,167
57,171
57,175
57,176
57,177
57,197
57,198
58,53
58,55
58,107
58,110
58,111
58,112
58,120
58,137
58,138
58,163
58,165
58,166
58,175
59,23
59,24
59,53
59,54
59,55
59,107
59,108
59,109
59,112
59,121
59,137
59,138
59,139
59,163
59,195
60,19
60,20
60,23
60,24
60,53
60,54
60,71
60,72
60,88
60,106
60,120
60,121
60,138
60,140
60,155
60,194
61,18
61,19
61,23
61,70
61,71
61,87
61,88
61,97
61,98
61,119
61,120
61,121
61,126
61,127
61,153
61,154
61,155
61,194
62,14
62,19
62,71
62,86
62,97
62,119
62,126
62,150
62,151
62,152
62,155
62,195
63,12
63,13
63,14
63,16
63,86
63,96
63,97
63,119
63,127
63,146
63,151
63,152
63,194
64,13
64,16
64,18
64,119
64,128
64,147
64,148
65,16
65,17
65,44
65,56
65,65
65,69
65,71
65,97
65,130
65,132
65,147
65,148
65,153
65,154
66,10
66,43
66,44
66,47
66,55
66,64
66,65
66,69
66,70
66,93
66,94
66,95
66,96
66,97
66,98
66,130
66,131
66,153
66,154
66,177
67,10
67,42
67,47
67,48
67,55
67,56
67,63
67,70
67,94
67,96
67,97
67,98
67,99
67,107
67,130
67,153
67,154
67,176
67,177
67,178
67,184
68,10
68,11
68,42
68,48
68,56
68,64
68,94
68,99
68,100
68,106
68,152
68,153
68,176
68,183
68,184
68,185
69,11
69,49
69,71
69,72
69,74
69,105
69,106
69,152
69,153
69,184
69,188
69,189
69,190
70,70
70,73
70,74
70,104
70,127
70,189
71,71
71,72
71,73
71,75
71,84
71,88
71,126
71,127
71,143
71,190
72,83
72,84
72,87
72,88
72,89
72,110
72,111
72,125
72,126
72,142
72,144
72,173
72,174
73,83
73,84
73,86
73,87
73,88
73,89
73,110
73,111
73,143
73,145
73,153
73,154
73,155
73,172
73,173
73,179
73,180
74,46
74,87
74,88
74,89
74,90
74,110
74,117
74,133
74,153
74,154
74,172
74,173
74,174
74,180
74,181
74,182
75,12
75,45
75,46
75,47
75,62
75,64
75,65
75,89
75,91
75,116
75,118
75,133
75,171
75,172
76,9
76,10
76,11
76,46
76,53
76,54
76,63
76,65
76,77
76,88
76,91
76,117
76,118
76,132
76,133
76,170
76,193
77,12
77,53
77,77
77,78
77,79
77,92
77,93
77,133
77,146
77,157
77,159
77,193
77,194
78,15
78,53
78,54
78,76
78,93
78,145
78,146
78,157
78,158
78,193
78,194
79,14
79,15
79,47
79,55
79,93
79,144
79,146
79,158
79,182
80,5
80,13
80,14
80,46
80,54
80,55
80,176
80,181
81,4
81,5
81,6
81,45
81,53
81,54
81,63
81,64
81,77
81,91
81,92
81,93
81,94
81,175
81,180
82,5
82,23
82,24
82,44
82,50
82,51
82,52
82,63
82,64
82,78
82,79
82,91
82,92
82,104
82,170
82,173
82,174
82,180
82,181
83,22
83,23
83,44
83,51
83,65
83,78
83,80
83,81
83,91
83,92
83,93
83,104
83,146
83,147
83,148
83,171
83,172
83,175
84,23
84,52
84,53
84,54
84,64
84,80
84,81
84,82
84,93
84,103
84,104
84,141
84,148
84,149
84,171
84,197
84,198
85,17
85,19
85,52
85,53
85,54
85,64
85,80
85,81
85,82
85,83
85,102
85,105
85,141
85,171
85,194
85,195
85,198
85,199
86,16
86,18
86,64
86,65
86,76
86,77
86,79
86,80
86,106
86,107
86,108
86,109
86,140
86,165
86,193
86,194
86,197
87,17
87,65
87,75
87,76
87,77
87,107
87,109
87,139
87,140
87,164
87,165
87,166
87,195
88,11
88,12
88,71
88,103
88,108
88,109
88,135
88,150
88,163
88,164
88,165
88,170
89,11
89,44
89,45
89,68
89,69
89,70
89,72
89,73
89,102
89,103
89,105
89,108
89,136
89,137
89,150
89,151
89,152
89,153
89,163
89,164
89,165
89,170
89,171
89,172
90,10
90,11
90,42
90,44
90,45
90,46
90,48
90,52
90,53
90,67
90,68
90,69
90,70
90,71
90,72
90,103
90,105
90,106
90,138
90,171
91,43
91,47
91,52
91,53
91,67
91,68
91,69
91,70
91,72
91,73
91,74
91,102
91,105
91,138
92,46
92,51
92,68
92,69
92,73
92,74
92,75
92,104
92,145
92,169
92,170
92,178
93,12
93,13
93,42
93,58
93,60
93,69
93,117
93,145
93,146
93,155
93,168
93,170
93,171
93,179
93,180
93,181
93,182
93,187
93,188
93,189
94,13
94,40
94,41
94,43
94,57
94,59
94,60
94,61
94,116
94,118
94,145
94,146
94,155
94,156
94,179
94,183
94,188
95,12
95,13
95,39
95,40
95,44
95,57
95,58
95,61
95,75
95,113
95,116
95,117
95,125
95,156
95,179
95,183
95,184
95,188
96,12
96,13
96,38
96,43
96,45
96,57
96,66
96,73
96,74
96,76
96,112
96,114
96,125
96,157
96,178
97,12
97,13
97,65
97,66
97,75
97,112
97,113
97,120
97,122
97,124
97,125
97,142
97,166
97,167
97,177
97,178
98,12
98,46
98,47
98,65
98,66
98,120
98,121
98,124
98,140
98,141
98,166
98,167
98,176
99,46
99,47
99,48
99,62
99,66
99,120
99,141
99,158
99,166
99,176
100,61
100,62
100,66
100,89
100,142
100,158
100,159
100,160
100,174
100,176
100,177
101,24
101,60
101,61
101,63
101,65
101,66
101,67
101,68
101,77
101,88
101,89
101,90
101,159
101,175
101,176
102,23
102,36
102,37
102,63
102,64
102,66
102,76
102,77
102,83
102,84
102,85
102,89
103,16
103,24
103,33
103,36
103,37
103,60
103,61
103,77
103,78
103,84
103,85
104,17
104,25
104,28
104,34
104,35
104,37
104,54
104,61
104,62
104,80
104,165
104,166
104,167
105,18
105,19
105,25
105,27
105,28
105,34
105,35
105,53
105,54
105,61
105,67
105,69
105,70
105,80
105,81
105,165
106,17
106,28
106,51
106,52
106,67
106,69
106,70
106,80
106,82
106,123
106,125
106,166
106,185
106,186
106,187
107,28
107,55
107,66
107,67
107,68
107,70
107,123
107,125
107,185
107,186
108,12
108,55
108,63
108,99
108,122
108,123
108,124
108,183
108,184
109,12
109,13
109,15
109,56
109,57
109,62
109,75
109,99
109,100
109,121
109,122
109,123
109,141
109,143
109,156
109,165
109,166
109,168
109,183
109,184
109,191
110,14
110,30
110,31
110,56
110,62
110,63
110,67
110,74
110,75
110,83
110,85
110,99
110,136
110,141
110,142
110,143
110,157
110,164
110,165
110,166
110,167
110,169
110,184
110,191
110,192
111,17
111,25
111,26
111,27
111,28
111,30
111,37
111,49
111,50
111,63
111,66
111,68
111,69
111,74
111,75
111,84
111,85
111,86
111,97
111,98
111,100
111,133
111,135
111,157
111,158
111,163
111,164
111,166
111,169
111,170
111,192
111,193
112,9
112,10
112,15
112,16
112,17
112,23
112,25
112,27
112,28
112,29
112,30
112,37
112,38
112,48
112,49
112,65
112,92
112,96
112,97
112,98
112,123
112,124
112,134
112,135
112,159
112,164
112,168
112,169
113,1
113,9
113,10
113,14
113,17
113,22
113,24
113,25
113,26
113,27
113,29
113,30
113,31
113,37
113,39
113,48
113,91
113,92
113,93
113,123
113,124
113,129
113,163
113,169
113,170
114,1
114,2
114,11
114,17
114,18
114,23
114,26
114,27
114,32
114,94
114,97
114,109
114,110
114,111
114,123
114,129
114,130
114,163
114,180
115,0
115,2
115,16
115,17
115,26
115,33
115,34
115,58
115,59
115,74
115,95
115,96
115,97
115,110
115,127
115,128
115,130
115,179
116,31
116,34
116,58
116,59
116,74
116,75
116,95
116,110
116,127
116,128
116,129
116,168
116,169
116,178
116,179
116,180
117,31
117,32
117,35
117,38
117,39
117,59
117,62
117,74
117,75
117,128
117,168
117,169
118,5
118,6
118,31
118,38
118,39
118,51
118,52
118,53
118,62
118,63
118,92
118,93
118,96
118,115
118,164
118,165
118,167
119,3
119,5
119,6
119,32
119,38
119,51
119,52
119,53
119,54
119,61
119,62
119,77
119,78
119,79
119,92
119,93
119,94
119,95
119,114
119,115
119,116
119,162
119,163
119,165
120,4
120,6
120,18
120,45
120,51
120,78
120,79
120,89
120,92
120,93
120,94
120,116
120,118
121,4
121,5
121,16
121,17
121,45
121,46
121,51
121,52
121,89
121,90
121,91
121,118
121,119
121,165
121,192
122,6
122,16
122,28
122,44
122,45
122,90
122,118
122,119
122,121
122,164
122,165
122,176
122,177
122,190
122,191
122,193
123,15
123,27
123,28
123,29
123,91
123,92
123,93
123,118
123,120
123,163
123,177
123,178
123,193
124,28
124,29
124,30
124,32
124,48
124,50
124,90
124,91
124,119
124,127
124,156
124,157
124,158
124,164
124,174
124,178
124,192
125,11
125,12
125,21
125,28
125,30
125,32
125,33
125,47
125,48
125,49
125,118
125,125
125,126
125,155
125,156
125,173
125,175
125,179
125,191
125,192
126,12
126,20
126,21
126,29
126,31
126,99
126,101
126,120
126,125
126,126
126,140
126,173
126,174
126,178
126,192
127,12
127,13
127,21
127,22
127,31
127,90
127,100
127,101
127,112
127,115
127,121
127,141
127,143
127,177
127,178
127,192
127,196
128,89
128,90
128,100
128,109
128,113
128,115
128,119
128,120
128,121
128,142
128,143
128,177
128,196
128,197
128,198
129,72
129,89
129,90
129,108
129,114
129,197
130,71
130,92
130,107
130,108
131,71
131,93
131,94
131,95
131,108
131,184
132,0
132,33
132,70
132,72
132,94
132,184
132,185
132,186
133,1
133,32
133,107
133,108
133,114
133,183
134,0
134,31
134,46
134,47
134,107
134,108
134,109
134,114
134,115
134,116
134,155
134,156
134,159
135,0
135,1
135,30
135,31
135,41
135,45
135,46
135,72
135,73
135,116
135,155
135,156
135,159
135,160
136,40
136,41
136,46
136,73
136,74
136,80
136,123
136,125
136,155
136,159
136,161
136,187
136,189
137,8
137,9
137,41
137,42
137,72
137,78
137,79
137,99
137,108
137,123
137,124
137,126
137,150
137,153
137,187
137,188
138,8
138,14
138,66
138,67
138,68
138,73
138,77
138,79
138,93
138,99
138,100
138,109
138,110
138,112
138,121
138,149
138,150
138,153
138,159
138,162
138,163
138,164
138,187
138,188
138,189
139,8
139,9
139,13
139,14
139,68
139,73
139,75
139,81
139,82
139,92
139,93
139,94
139,99
139,100
139,111
139,112
139,113
139,122
139,149
139,151
139,153
139,154
139,158
139,159
139,160
139,162
139,163
139,180
139,183
139,188
139,189
139,198
139,199
140,12
140,13
140,14
140,18
140,19
140,67
140,72
140,73
140,74
140,81
140,82
140,94
140,100
140,109
140,112
140,113
140,121
140,122
140,149
140,150
140,154
140,158
140,181
140,182
140,187
140,197
140,198
141,10
141,11
141,18
141,20
141,65
141,66
141,72
141,73
141,74
141,80
141,81
141,101
141,107
141,108
141,111
141,120
141,121
141,122
141,148
141,149
141,150
141,182
141,197
141,198
142,9
142,21
142,64
142,65
142,66
142,67
142,68
142,73
142,82
142,83
142,93
142,94
142,99
142,100
142,105
142,106
142,107
142,109
142,120
142,121
142,196
142,198
143,9
143,18
143,63
143,64
143,65
143,82
143,83
143,93
143,94
143,101
143,106
143,107
143,108
143,121
143,196
143,197
144,13
144,15
144,17
144,19
144,81
144,82
144,93
144,107
144,108
144,132
144,183
144,184
144,186
144,187
145,12
145,13
145,16
145,54
145,80
145,81
145,107
145,133
145,169
145,185
145,187
146,11
146,12
146,52
146,53
146,55
146,80
146,101
146,102
146,103
146,108
146,109
146,132
146,133
146,139
146,140
146,168
146,169
146,183
146,184
146,186
146,187
147,51
147,52
147,54
147,98
147,102
147,103
147,133
147,137
147,138
147,139
147,168
147,169
148,36
148,51
148,52
148,55
148,57
148,62
148,74
148,76
148,99
148,101
148,112
149,35
149,58
149,62
149,63
149,75
149,76
149,100
149,111
149,113
150,11
150,13
150,23
150,36
150,58
150,59
150,61
150,63
150,75
150,101
150,110
150,111
150,127
150,166
150,170
150,171
150,175
151,6
151,7
151,12
151,13
151,22
151,36
151,37
151,45
151,46
151,57
151,117
151,127
151,128
151,129
151,166
151,170
151,171
151,174
151,176
152,7
152,8
152,13
152,23
152,24
152,25
152,45
152,46
152,47
152,68
152,115
152,116
152,117
152,128
152,141
152,142
152,154
152,165
152,166
152,167
152,170
152,173
152,175
153,8
153,25
153,26
153,27
153,67
153,114
153,115
153,116
153,118
153,141
153,142
153,154
153,155
154,9
154,10
154,24
154,26
154,27
154,66
154,68
154,115
154,116
154,141
154,154
154,155
155,9
155,10
155,24
155,25
155,67
155,76
155,77
155,78
155,114
155,116
155,137
156,10
156,24
156,25
156,77
156,79
156,114
156,115
156,119
156,137
156,138
157,43
157,68
157,69
157,70
157,116
157,120
157,121
157,137
157,149
157,181
158,13
158,15
158,42
158,69
158,70
158,120
158,121
158,136
158,137
158,150
158,179
158,180
158,181
159,2
159,6
159,8
159,9
159,14
159,16
159,41
159,42
159,43
159,76
159,77
159,78
159,109
159,110
159,123
159,124
159,125
159,135
159,146
159,150
159,151
159,152
159,180
159,190
160,0
160,1
160,4
160,6
160,7
160,14
160,16
160,23
160,24
160,76
160,78
160,108
160,109
160,112
160,113
160,114
160,123
160,136
160,138
160,147
160,148
160,189
160,190
160,191
161,0
161,2
161,3
161,5
161,16
161,23
161,24
161,109
161,112
161,113
161,122
161,137
161,146
161,148
161,189
162,4
162,5
162,16
162,23
162,68
162,159
162,174
162,175
162,176
163,14
163,15
163,68
163,81
163,160
163,161
163,173
163,174
163,175
163,177
164,20
164,32
164,46
164,67
164,68
164,69
164,82
164,83
164,91
164,92
164,144
164,147
164,160
164,161
164,172
164,178
164,193
165,19
165,20
165,21
165,33
165,37
165,38
165,45
165,81
165,82
165,91
165,143
165,144
165,146
165,177
165,191
165,193
166,17
166,19
166,32
166,33
166,37
166,38
166,46
166,47
166,69
166,70
166,90
166,116
166,143
166,144
166,145
166,149
166,192
166,193
167,17
167,18
167,22
167,23
167,24
167,31
167,32
167,33
167,37
167,47
167,68
167,69
167,89
167,117
167,123
167,124
167,144
167,145
167,148
167,172
167,192
167,193
167,194
168,12
168,18
168,23
168,24
168,29
168,30
168,31
168,32
168,34
168,69
168,98
168,117
168,118
168,119
168,123
168,124
168,125
168,142
168,143
168,144
168,147
168,148
168,172
168,173
168,184
168,189
168,194
168,195
169,9
169,11
169,19
169,29
169,31
169,34
169,40
169,41
169,97
169,98
169,99
169,132
169,133
169,134
169,143
169,144
169,148
169,157
169,158
169,159
169,174
169,183
169,189
169,190
170,9
170,10
170,29
170,34
170,35
170,37
170,41
170,59
170,98
170,132
170,133
170,143
170,144
170,157
170,175
170,183
170,189
170,191
170,197
170,198
170,199
171,28
171,34
171,37
171,38
171,39
171,40
171,41
171,49
171,50
171,60
171,80
171,81
171,117
171,118
171,143
171,144
171,145
171,156
171,157
171,158
171,159
171,182
171,184
171,189
171,190
171,191
171,198
171,199
172,38
172,49
172,50
172,59
172,60
172,72
172,80
172,81
172,82
172,118
172,119
172,122
172,123
172,124
172,159
172,160
172,189
172,191
173,49
173,54
173,55
173,56
173,59
173,60
173,61
173,72
173,73
173,82
173,83
173,84
173,117
173,123
173,124
173,174
173,195
173,196
174,37
174,38
174,55
174,58
174,59
174,62
174,72
174,83
174,84
174,138
174,139
174,147
174,148
174,149
174,173
174,194
174,196
174,197
175,6
175,39
175,40
175,54
175,71
175,138
175,139
175,148
175,163
175,171
175,172
175,173
175,174
176,6
176,40
176,58
176,61
176,109
176,140
176,149
176,162
176,163
176,172
176,173
176,174
176,198
176,199
177,6
177,18
177,57
177,58
177,60
177,61
177,110
177,111
177,163
177,164
177,173
177,198
177,199
178,5
178,18
178,19
178,57
178,58
178,59
178,60
178,62
178,111
178,112
178,173
178,174
178,175
178,197
179,4
179,14
179,15
179,17
179,18
179,57
179,60
179,61
179,112
179,166
179,174
179,175
180,14
180,16
180,49
180,60
180,62
180,64
180,71
180,72
180,73
180,111
180,112
180,113
180,163
180,165
180,166
180,167
180,177
180,179
181,17
181,27
181,48
181,49
181,50
181,63
181,64
181,71
181,72
181,78
181,98
181,112
181,119
181,162
181,164
181,166
181,168
181,169
181,178
181,185
181,186
181,187
181,188
182,27
182,28
182,49
182,64
182,79
182,80
182,81
182,82
182,98
182,118
182,119
182,163
182,167
182,168
182,178
182,179
182,188
182,189
182,190
182,191
183,28
183,81
183,99
183,119
183,120
183,167
183,168
183,170
183,182
183,189
183,191
184,8
184,9
184,27
184,81
184,98
184,146
184,147
184,167
184,168
184,169
184,183
184,188
185,8
185,9
185,42
185,43
185,82
185,97
185,128
185,129
185,145
185,147
185,148
185,152
185,169
185,182
185,183
185,188
185,189
186,7
186,41
186,43
186,83
186,115
186,128
186,129
186,130
186,149
186,151
186,163
186,183
186,188
187,43
187,51
187,52
187,84
187,109
187,115
187,146
187,148
187,150
187,151
187,152
187,162
187,163
187,187
188,1
188,3
188,4
188,15
188,17
188,51
188,52
188,53
188,107
188,108
188,109
188,115
188,116
188,146
188,147
188,162
189,2
189,4
189,13
189,14
189,15
189,16
189,79
189,109
189,115
189,155
189,162
189,186
190,7
190,13
190,14
190,16
190,78
190,106
190,108
190,156
190,187
191,5
191,6
191,8
191,14
191,77
191,78
191,80
191,81
191,82
191,106
191,107
191,108
191,126
191,154
191,155
191,158
191,159
191,164
191,166
191,174
191,187
192,4
192,5
192,7
192,13
192,34
192,45
192,78
192,82
192,83
192,125
192,127
192,154
192,155
192,156
192,159
192,160
192,165
192,173
192,174
192,175
192,187
193,5
193,6
193,14
193,34
193,35
193,44
193,45
193,125
193,126
193,154
193,155
193,158
193,159
193,160
193,164
193,176
193,186
194,5
194,13
194,14
194,15
194,34
194,36
194,44
194,45
194,154
194,159
194,160
194,161
194,165
195,86
195,168
195,185
196,12
196,14
196,87
196,88
196,89
196,167
196,168
196,171
196,172
196,185
196,186
197,11
197,12
197,13
197,39
197,87
197,88
197,96
197,108
197,109
197,168
197,171
197,174
197,175
197,184
198,9
198,10
198,12
198,13
198,39
198,40
198,88
198,89
198,97
198,99
198,103
198,104
198,105
198,107
198,108
198,169
198,170
198,174
198,175
198,176
198,185
199,11
199,39
199,40
199,90
199,91
199,97
199,98
199,104
199,105
199,107
199,171
